,Filename,Count,MP_ID,nElements,EboveHull,Material,FormationEnergy,Predicted_CT
423,423_Mg2Al12Fe2Si4B4O36.poscar,424,mp-1222184,6,0.0,MgAl6FeSi2(BO9)2,-3.197639452,10.3309765
703,703_Mg1Co2B2O6.poscar,704,mp-2217796,4,0.29990915,MgCo2(BO3)2,-2.236363433,5.484036
828,828_Mg16B2Rh8.poscar,829,mp-568621,3,0.0,Mg8BRh4,-0.435582617,3.5458193
829,829_Mg4B12H60O52.poscar,830,mp-706339,4,0.015383048,MgB3H15O13,-1.765128754,48.680813
1003,1003_Mg12Ni2B2.poscar,1004,mp-1021796,3,0.450437517,Mg6NiB,0.332600063,4.6868477
1499,1499_Mg30B1W1O32.poscar,1500,mp-1038517,4,0.15418833,Mg30BWO32,-2.851061302,19.90101
1850,1850_Mg14Fe1B1O16.poscar,1851,mp-1035654,4,0.191242793,Mg14FeBO16,-2.763089854,4.48504
1905,1905_Mg4V2B4Ir10.poscar,1906,mp-1105469,4,0.0,Mg2VB2Ir5,-0.512068304,3.9031105
1913,1913_Mg20Ta4B12O48.poscar,1914,mp-1196921,4,0.0,Mg5Ta(BO4)3,-3.108380227,18.410913
1988,1988_Cs1Mg6B1O7.poscar,1989,mp-1099225,4,0.774136533,CsMg6BO7,-2.01915739,19.0529
2197,2197_Na1Mg30B1O32.poscar,2198,mp-1039794,4,0.070012997,NaMg30BO32,-2.956478403,63.48473
3290,3290_Mg4B16O64.poscar,3291,mp-1212380,3,1.024634748,Mg(BO4)4,-0.65020681,4.4126945
3624,3624_Mg6Zn1B1.poscar,3625,mp-1022672,3,0.294219316,Mg6ZnB,0.22463015,3.890839
4433,4433_Li4Mg23B54.poscar,4434,mp-530613,3,0.040149864,Li4Mg23B54,-0.108676928,2.514015
4598,4598_Mg14Ti1B1.poscar,4599,mp-1026415,3,0.326138646,Mg14TiB,0.204923173,4.89947
5534,5534_Mg30Co1B1O32.poscar,5535,mp-1036968,4,0.113627654,Mg30CoBO32,-2.893588406,2.332742
5798,5798_Mg1Nb2B2O8.poscar,5799,mp-2219183,4,0.251649528,MgNb2(BO4)2,-2.687701845,8.296705
6349,6349_Mg8Ti4B4O20.poscar,6350,mp-1210684,4,0.041678373,Mg2TiBO5,-3.094350553,20.496588
6361,6361_Hf1Mg14B1.poscar,6362,mp-1026427,3,0.325614279,HfMg14B,0.213032948,5.7993174
6920,6920_Hf1Mg30B1O31.poscar,6921,mp-1038485,4,0.13295576,HfMg30BO31,-2.895619419,5.178448
6959,6959_Mg12Ti2B2.poscar,6960,mp-1021314,3,0.563074244,Mg6TiB,0.340310311,4.8409886
6962,6962_Mg14Cd1B1.poscar,6963,mp-1026566,3,0.209702349,Mg14CdB,0.158662431,3.9625087
7595,7595_Mg20Sn4B8O40.poscar,7596,mp-1198031,4,0.0,Mg5Sn(BO5)2,-2.910362786,58.984997
7754,7754_Mg14B1C1O16.poscar,7755,mp-1033731,4,0.327782727,Mg14BCO16,-2.628188784,2.438426
7795,7795_Mg2B18N2.poscar,7796,mp-30091,3,0.0,MgB9N,-0.422954555,2.6714816
8080,8080_Sm4Mg4B20O40.poscar,8081,mp-1208862,4,0.0,SmMg(BO2)5,-3.103105502,70.98908
8292,8292_Mg30Cr1B1O32.poscar,8293,mp-1038513,4,0.11525592,Mg30CrBO32,-2.897880231,4.512636
8300,8300_Mg3Si9B36C1.poscar,8301,mp-1222229,4,0.0,Mg3Si9B36C,-0.117245441,2.1467323
8571,8571_Mg1B2H8.poscar,8572,mp-1103290,3,0.047623754,Mg(BH4)2,-0.306338432,50.888344
8655,8655_Mg12B2W2.poscar,8656,mp-1017056,3,0.552783263,Mg6BW,0.460864487,6.1974363
10154,10154_Mg1Nb2B2O8.poscar,10155,mp-2219466,4,0.312627729,MgNb2(BO4)2,-2.626723644,9.801802
10194,10194_K1Mg6B1O7.poscar,10195,mp-1031273,4,0.775463527,KMg6BO7,-2.023711221,48.224155
10254,10254_Mg6B2H6O12.poscar,10255,mp-554719,4,0.011741921,Mg3B(HO2)3,-2.432926392,33.17367
11352,11352_Mg1Sc1B1.poscar,11353,mp-1100394,3,0.336905618,MgScB,-0.102245905,3.4738307
11379,11379_Li2Mg2B6H36N4.poscar,11380,mp-866665,5,0.061960014,LiMgB3(H9N)2,-0.337091792,49.378754
11565,11565_Mg4B8H31.poscar,11566,mp-1201512,3,0.043623683,Mg4B8H31,-0.308388442,43.466846
11599,11599_Y1Mg6B1O8.poscar,11600,mp-1031931,4,0.477302819,YMg6BO8,-2.600962538,38.10757
11685,11685_Mg30B1C1O32.poscar,11686,mp-1038423,4,0.23573823,Mg30BCO32,-2.769267676,2.951462
12180,12180_Th4Mg1B8O20.poscar,12181,mp-1233955,4,0.152208715,Th4Mg(B2O5)4,-3.223546416,5.5813785
12316,12316_Mg6B1Sb1O8.poscar,12317,mp-1033173,4,0.672513677,Mg6BSbO8,-2.184170484,7.6473866
12994,12994_Mg6B2O6F6.poscar,12995,mp-554542,4,0.0,Mg3B(OF)3,-3.424915312,73.313065
13469,13469_Mg1B2H42C26N14O6.poscar,13470,mp-1199767,6,0.282949393,MgB2H42C26(N7O3)2,-0.275468072,14.992631
13692,13692_Mg14Al1B1O16.poscar,13693,mp-1036399,4,0.215680495,Mg14AlBO16,-2.811267793,2.1302333
14018,14018_Mg14Si1B1O16.poscar,14019,mp-1099217,4,0.324445907,Mg14SiBO16,-2.673436822,4.4055276
14667,14667_Mg14V1B1.poscar,14668,mp-1028307,3,0.364335475,Mg14VB,0.248235604,5.126965
14774,14774_Mg4B16H80N8.poscar,14775,mp-1196592,4,0.093500985,MgB4(H10N)2,-0.267206576,44.351357
15064,15064_Na1Mg3Al6Si6B3O31.poscar,15065,mp-728227,6,0.086048811,NaMg3Al6Si6B3O31,-3.038086447,33.136597
15363,15363_K2Mg12B2.poscar,15364,mp-1021406,3,0.448465003,KMg6B,0.412649112,3.300725
15452,15452_Mg14B1Sb1.poscar,15453,mp-1026429,3,0.236672795,Mg14BSb,0.137582794,4.2572975
16423,16423_Gd4Mg4B20O40.poscar,16424,mp-556905,4,0.002447518,GdMg(BO2)5,-3.095825502,17.123129
16925,16925_Mg1V12B4O20.poscar,16926,mp-1233229,4,0.139859767,MgV12(BO5)4,-2.337258734,2.0444653
17070,17070_Mg6Fe1B1O8.poscar,17071,mp-1032236,4,0.432173686,Mg6FeBO8,-2.422451309,4.6532645
17231,17231_Mg1V12B4O20.poscar,17232,mp-1234667,4,0.153621131,MgV12(BO5)4,-2.32349737,2.240406
17627,17627_Mg12B44H36O96.poscar,17628,mp-733898,4,0.27490348,Mg3B11(H3O8)3,-2.189291376,61.87959
17750,17750_Mg30Mn1B1O32.poscar,17751,mp-1037887,4,0.115327559,Mg30MnBO32,-2.896635471,1.7991616
18107,18107_Mg4B16H80N8.poscar,18108,mp-1199691,4,0.082366237,MgB4(H10N)2,-0.278341324,42.30671
18148,18148_Na1Mg30B1O32.poscar,18149,mp-1039775,4,0.092779855,NaMg30BO32,-2.933711545,74.3951
19180,19180_Mg8Fe4B4O20.poscar,19181,mp-1210692,4,0.0,Mg2FeBO5,-2.685256247,6.7980933
19331,19331_Mg2B6H40N6.poscar,19332,mp-1200895,4,0.03896834,MgB3H20N3,-0.338727796,39.177025
19606,19606_Mg1Ni3B1.poscar,19607,mp-1206415,3,0.043298927,MgNi3B,-0.271808892,3.425107
19782,19782_Ce1Mg6B1O8.poscar,19783,mp-1031104,4,0.544537805,CeMg6BO8,-2.51203055,4.6295877
19795,19795_Mg6Fe1B1O8.poscar,19796,mp-1032172,4,0.515558097,Mg6FeBO8,-2.339066898,13.081081
19982,19982_Ce1Mg14B1O16.poscar,19983,mp-1034697,4,0.316127249,CeMg14BO16,-2.739177079,3.5855665
20698,20698_Mg14Co1B1O16.poscar,20699,mp-1035053,4,0.234306382,Mg14CoBO16,-2.726085437,2.7097049
21114,21114_Mg6B4O12.poscar,21115,mp-5005,3,0.0,Mg3(BO3)2,-3.037360307,91.34061
21529,21529_Mg6Ni1B1.poscar,21530,mp-1099294,3,0.228764042,Mg6NiB,0.110926588,3.0444932
21690,21690_Y1Mg14B1O16.poscar,21691,mp-1035858,4,0.266888327,YMg14BO16,-2.799264501,29.11947
21705,21705_Mg6B2H4O10F2.poscar,21706,mp-1222264,5,0.0,Mg3BH2O5F,-2.719008569,32.5341
21764,21764_Mg6B2N6.poscar,21765,mp-28955,3,0.03075306,Mg3BN3,-1.026441835,8.429532
21981,21981_Mg4Ni2B4Ir10.poscar,21982,mp-1188248,4,0.0,Mg2NiB2Ir5,-0.382082642,4.192069
22069,22069_K1Mg14B1.poscar,22070,mp-1026827,3,0.312272776,KMg14B,0.286092632,3.3171482
22111,22111_Mg1Mn2B8O14.poscar,22112,mp-1234300,4,0.243565008,MgMn2(B4O7)2,-2.490500428,2.1376295
22283,22283_Rb1Mg14B1O15.poscar,22284,mp-1034243,4,0.389425985,RbMg14BO15,-2.539438611,44.549973
22357,22357_Mg1B1O3.poscar,22358,mp-1185693,3,1.013683424,MgBO3,-1.706766291,60.34073
22422,22422_Mg14Sn1B1.poscar,22423,mp-1026588,3,0.210475645,Mg14SnB,0.14356043,4.634163
22557,22557_Mg2B8H36O32.poscar,22558,mp-540731,4,0.008529041,MgB4(H9O8)2,-1.785489873,45.970894
22807,22807_Li1Mg30B1O31.poscar,22808,mp-1040125,4,0.085258525,LiMg30BO31,-2.91877746,34.695374
23465,23465_Li1Mg30B1O31.poscar,23466,mp-1040207,4,0.098580097,LiMg30BO31,-2.905455888,38.143288
23834,23834_Cs1Mg6B1.poscar,23835,mp-1016304,3,0.45217996,CsMg6B,0.427738342,2.7217846
23855,23855_K1Mg6B1O7.poscar,23856,mp-1031271,4,0.776087442,KMg6BO7,-2.023087306,57.99708
23952,23952_Ca2Mg2B12O34.poscar,23953,mp-1204390,4,0.462361051,CaMgB6O17,-1.822616977,4.1387897
24035,24035_Mg20B12O36F4.poscar,24036,mp-560026,4,0.0,Mg5B3O9F,-3.111897892,80.41898
24047,24047_Mg6B1Sb1O8.poscar,24048,mp-1033199,4,0.653155351,Mg6BSbO8,-2.203528811,7.2539325
24381,24381_Mg30Al1B1O32.poscar,24382,mp-1037955,4,0.106491537,Mg30AlBO32,-2.934002757,1.8756404
24483,24483_Mg4B16.poscar,24484,mp-365,2,0.0,MgB4,-0.138833163,4.0402126
24735,24735_Na1Mg3V3Cr3Si6B3H3O31.poscar,24736,mp-1221086,8,0.0,NaMg3V3Cr3Si6B3H3O31,-2.786070987,2.0507493
24793,24793_Hf1Mg6B1O8.poscar,24794,mp-1033216,4,0.568860537,HfMg6BO8,-2.495221336,31.19303
